username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
Kaori_Uchiha,295787,11,37,0,1,18,24.38,Female,,,,2010-02-17,2010-06-25 10:37:00,9.0,0.0,1444.0
lycria,40293,8,22,0,3,1,15.03,Female,Amersfoort,1990-08-24,,2008-02-29,2009-03-13 06:29:00,7.93,0.0,900.0
AyakaShota,439692,18,365,8,3,0,133.51,Female,,1987-09-25,,2011-01-24,1900-04-29 10:29:00,7.33,6.0,7904.0
fuhiki,142236,8,43,19,3,102,16.95,Female,,,,2009-01-23,2012-04-15 19:30:00,8.09,0.0,1025.0
HaruMashiro,1040385,3,177,23,3,207,90.51,Male,"Galicia, Spain",1994-05-07,,2011-12-04,1900-04-26 03:30:00,7.78,0.0,5372.0
Sharpness,5750043,8,18,0,0,3,34.38,Male,Earth,1999-11-15,,2016-10-06,2017-06-06 01:21:00,8.38,0.0,2083.0
Yagami-,7632,4,28,12,16,5,20.48,Male,,,,2007-07-16,2009-12-04 03:36:00,7.52,0.0,1231.0
Gremshula,6398,9,166,16,15,38,49.04,Female,"Sudbury, ON, Canada",1985-02-09,,2007-06-27,1900-05-11 15:32:00,7.44,8.0,2959.0
crazyspinz,371472,26,1581,75,0,718,223.5,Male,K.....,1992-10-12,,2010-08-18,1900-05-06 01:22:00,7.36,0.0,12981.0
Kinggek,37799,3,474,5,6,3,176.71,Male,AUX,1990-03-07,,2008-02-16,2017-04-28 10:52:00,8.24,0.0,10531.0
Seiji_S,95907,34,101,20,2,69,70.64,Male,"Rochester, England",,,2008-09-18,2016-04-11 15:39:00,8.08,48.0,4155.0
ZathChaos,74838,14,123,35,18,22,78.64,Male,"England, UK",1989-02-01,,2008-07-08,2017-02-13 06:19:00,8.29,2.0,4723.0
Hela,136367,9,136,7,1,19,48.59,Female,"Konin, Poland",1930-07-18,,2009-01-18,2015-06-25 14:51:00,7.1,0.0,2931.0
Ventro,89305,129,1308,2,0,88,442.98,Male,,1992-03-17,,2008-08-26,2013-02-25 09:04:00,7.03,0.0,27399.0
KimiCake,136131,15,28,3,0,52,10.8,Female,,,,2009-01-17,1900-05-04 00:08:00,9.94,0.0,635.0
helliop,1300017,4,327,46,3,75,147.39,Male,,,,2012-05-13,2018-05-18 11:30:37,8.12,20.0,8815.0
Sakuraishi,343953,132,314,4,10,295,110.14,Female,,,,2010-06-20,1900-05-13 17:21:00,7.47,0.0,6622.0
Hulio,4189503,25,707,7,14,184,203.36,Unknown,,,,2014-10-19,2018-05-14 06:52:16,6.47,189.0,12120.0
i3i,278086,29,230,21,68,22,56.96,Female,,,,2010-01-03,2014-09-21 04:25:00,7.09,19.0,3433.0
HitoriNikki,122585,6,13,2,0,2,21.87,Female,,1992-06-11,,2008-12-11,2009-08-23 12:18:00,7.95,39.0,1306.0
Toastyy,3116707,5,203,10,16,39,75.75,Male,GERMANY!,1993-09-07,,2013-09-03,1900-03-24 14:34:00,7.58,0.0,4537.0
barrel,6660,18,251,21,119,34,111.88,Male,,1989-04-04,,2007-07-01,2017-09-25 16:04:00,7.34,43.0,6604.0
muks,237392,28,519,15,8,14,160.8,Unknown,,,,2009-09-22,2017-02-28 05:50:00,8.87,0.0,9560.0
SageModeTice,6939613,24,50,10,4,291,20.49,Male,New York,2002-01-19,,2018-01-29,2018-05-17 05:08:05,7.08,5.0,1221.0
BrooklynBearJew,341057,12,191,15,10,67,56.5,Female,Missouri,1993-01-01,,2010-06-13,2013-11-10 12:26:00,6.59,9.0,3270.0
RinSakura,105459,19,171,20,26,27,66.75,Female,"Kuala Lumpur, Malaysia",1995-03-30,,2008-10-16,2015-12-12 12:52:00,7.72,60.0,3965.0
Faeyy,118509,11,59,8,6,8,45.59,Unknown,USA,,,2008-11-28,2016-04-28 01:07:00,8.54,7.0,2733.0
firespike15,111899,5,22,0,0,0,11.69,Male,la la land/aka my happy place,,,2008-11-06,2011-05-03 08:21:00,9.71,11.0,680.0
Jeizaya,101711,14,300,3,4,213,65.34,Female,Finland,,,2008-10-04,1900-05-10 14:17:00,8.35,0.0,3882.0
TobiasAnimeMan,6325326,3,74,6,3,121,40.11,Male,"Mostoles, Madrid",1995-12-03,,2017-06-18,2018-05-18 11:14:49,8.39,1.0,2427.0
Chibi_Hige,205188,27,778,153,37,147,248.76,Male,"Raleigh, NC",1989-12-22,,2009-07-09,1900-05-12 21:05:00,6.92,144.0,14854.0
Time_Alter,6955850,17,320,9,56,55,116.36,Male,New York,1997-01-01,,2018-02-04,2018-05-17 01:16:20,6.83,0.0,7082.0
juha19,86842,16,220,47,10,132,132.65,Male,Tokyo,1988-01-01,,2008-08-17,1900-04-01 03:30:00,6.16,61.0,7781.0
MysticMimi,450957,71,98,6,6,207,30.22,Female,"Casablanca, Morocco",1994-05-10,,2011-02-19,2017-09-28 15:24:00,8.11,11.0,1703.0
Himono-onna,213444,7,399,11,2,8,117.6,Female,,,,2009-07-27,1900-02-22 12:44:00,8.43,0.0,7331.0
Zelfff,6346602,14,110,0,0,5,48.28,Male,,,,2017-06-26,2017-10-24 19:26:00,7.4,0.0,2865.0
momiji2,22672,32,30,0,0,14,19.48,Female,,1994-01-18,,2007-11-19,2010-08-25 13:17:00,8.62,23.0,1103.0
odst01,130169,65,209,4,4,117,54.69,Male,,1992-10-26,,2009-01-02,2017-02-19 10:11:00,8.64,0.0,3125.0
Laura_Salmond,6955108,8,29,41,1,133,17.07,Unknown,,,,2018-02-04,1900-05-16 13:04:00,8.27,0.0,1017.0
thatguy828,361974,2,221,0,3,3,80.34,Male,,,,2010-07-28,2017-02-18 04:51:00,6.26,0.0,4766.0
hitokouji,2091363,12,282,40,10,150,82.09,Female,,,,2013-01-25,2017-12-14 10:08:00,6.62,0.0,4999.0
VictorX,1044917,3,144,4,49,11,57.47,Male,"Hoboken, NJ",1990-08-25,,2011-12-06,1900-04-17 12:18:00,6.79,2.0,3444.0
Slazo,414265,10,249,42,2,112,66.33,Male,United Kingdom,1991-02-27,,2010-11-30,1900-05-13 04:07:00,6.32,28.0,4069.0
stitchedouchies,391591,14,39,10,3,15,23.14,Female,"California,USA",1990-07-23,,2010-10-04,2013-05-02 15:32:00,7.0,4.0,1324.0
Mystery8438,6557835,11,102,1,6,76,47.71,Male,,,,2017-09-15,2018-05-16 20:41:00,7.34,0.0,2971.0
Laine-Crys,143762,46,116,3,1,40,49.88,Female,"Brazil, bahia",1989-01-27,,2009-01-28,1900-05-11 13:20:00,8.56,0.0,2968.0
pjmyster,1907094,3,101,4,1,16,53.53,Unknown,,,,2012-12-16,2016-07-27 22:45:00,9.41,10.0,3203.0
Oborosu,5863650,9,173,26,3,15,85.44,Male,Sydney,1991-01-01,,2016-11-27,1900-03-12 19:02:00,7.71,0.0,5170.0
IronChefTakun,90675,30,572,5,16,0,107.91,Male,,,,2008-08-31,2015-09-13 11:56:00,7.25,0.0,6596.0
Dantaliongremory,5071681,81,281,0,30,42,57.58,Male,,1999-01-01,,2015-12-23,2016-05-22 22:17:00,7.62,11.0,3667.0
UnoupHigashikata,6522638,22,247,0,9,47,72.56,Unknown,,,,2017-08-31,2018-05-18 00:58:19,6.04,0.0,4444.0
Azolla,3157015,6,77,2,0,18,35.18,Female,Belgium ,,,2013-09-14,2016-06-15 02:46:00,8.56,0.0,2206.0
Hooplas,37425,1,148,0,0,37,95.36,Female,In my house X3,1989-11-14,,2008-02-14,2009-10-08 19:10:00,7.55,45.0,5748.0
ZetKurate,120853,34,985,30,18,21,281.05,Male,Academy City,,,2008-12-05,2018-05-18 05:58:21,7.41,13.0,17653.0
guim4,5736216,22,320,37,11,196,119.29,Unknown,,,,2016-09-30,2018-05-18 02:58:24,7.08,8.0,7308.0
Zakew,6023468,2,33,3,3,9,10.58,Non-Binary,High Ground 295,,,2017-02-01,1900-05-14 07:00:00,7.52,6.0,633.0
kyahmagda,89849,9,76,13,21,7,46.1,Female,Its always sunny in florida~,1991-05-02,,2008-08-28,2013-05-17 15:55:00,7.54,3.0,2806.0
Kayaki,117568,10,51,12,3,36,26.03,Male,"Guararema, São Paulo",1992-01-17,,2008-11-25,2011-03-20 01:17:00,8.13,0.0,1524.0
Olsea,753535,6,24,0,0,22,16.01,Unknown,,,,2011-10-15,2017-08-01 14:05:00,6.53,0.0,956.0
moissi,2407281,2,491,2,0,14,91.64,Female,Croatia,,,2013-04-08,2018-05-18 11:35:31,6.69,2.0,5414.0
semmel,24478,11,134,51,14,171,38.31,Male,"Vienna, Austria",1987-08-02,,2007-12-02,1900-03-11 07:03:00,7.82,0.0,2212.0
Arassar,80020,6,325,0,43,18,110.86,Male,,1984-02-18,,2008-07-26,2017-07-21 21:43:00,7.6,25.0,6471.0
fr0stychao,2348885,5,146,1,6,25,53.61,Female,,1995-12-09,,2013-03-25,1900-04-21 03:37:00,7.35,6.0,3097.0
ZaBondo,6843999,7,26,1,0,6,7.71,Unknown,,,,2017-12-30,1900-05-13 21:24:00,7.14,0.0,461.0
Nick-Knight,3467577,11,320,160,0,304,81.83,Male,Uberlândia - MG/Brazil,1995-11-18,,2014-01-07,2018-05-17 07:41:00,6.52,3.0,4890.0
Verdict,20276,68,398,19,0,91,186.96,Male,"Vilnius, Lithuania",1990-07-14,,2007-11-05,1900-05-15 10:55:00,8.15,84.0,11186.0
Gabriel_18,6881365,8,32,2,3,10,51.19,Unknown,,,,2018-01-10,1900-02-02 17:41:00,7.43,1.0,3089.0
animefanftw,72135,31,268,4,2,216,56.86,Unknown,,,,2008-06-28,1900-05-02 21:30:00,8.86,0.0,3280.0
Baka-Neko,164223,5,142,0,2,72,28.95,Male,,,,2009-03-29,2011-02-12 23:32:00,7.71,0.0,1722.0
bakaseinen,150253,23,37,7,0,9,24.26,Male,"Norfolk, Virginia",1988-04-18,,2009-02-15,2010-04-04 14:23:00,8.51,4.0,1434.0
RamnDude,130082,23,78,18,18,37,45.63,Male,"Apple Valley, California",1991-08-19,,2009-01-02,2012-01-09 01:15:00,7.61,4.0,2726.0
Kyuik,95586,14,526,32,6,201,157.79,Female,Poland/Lodz,1991-10-24,,2008-09-17,1900-01-30 15:10:00,7.73,1.0,9283.0
J151carlos,4782639,82,1120,0,14,60,178.78,Male,"Fairview, New Jersey",1999-05-04,,2015-07-31,2018-05-16 23:59:21,7.26,4.0,11421.0
Monki,213229,29,140,9,2,46,42.12,Female,,1991-06-25,,2009-07-26,2017-09-29 02:57:00,8.3,0.0,2466.0
Hopesedge,4517647,11,160,9,0,34,105.73,Male,"Birmingham, England",1997-05-20,,2015-03-25,1900-05-13 16:24:00,7.47,0.0,6260.0
VileGecko,286128,18,435,5,24,72,111.11,Unknown,,,,2010-01-23,2017-11-11 14:09:00,8.15,10.0,6439.0
foldypaper,18429,2,36,10,4,8,9.68,Female,,,,2007-10-22,2014-12-04 03:29:00,7.65,14.0,551.0
SafetyPin,177772,25,100,15,3,97,55.11,Female,,1993-08-09,,2009-05-02,2009-05-17 16:46:00,8.13,7.0,3220.0
Pressagio,14382,7,86,6,3,34,67.66,Unknown,,,,2007-09-21,2013-02-12 18:53:00,7.55,12.0,4044.0
Gabriiel,258557,2,14,4,3,6,15.8,Female,Northern Europe,,,2009-11-14,2013-01-16 11:33:00,7.86,8.0,954.0
EbonyRaven,548339,3,406,0,19,38,140.51,Male,,,,2011-08-18,2018-05-18 08:59:00,8.12,179.0,8167.0
LusciousLobsters,3921987,17,444,20,80,83,132.7,Male,,1998-09-21,,2014-07-12,1900-01-14 11:48:00,6.08,0.0,7937.0
DrYandereRena,86717,7,48,9,0,123,11.06,Female,Some where in London,1993-02-06,,2008-08-17,2010-10-02 13:12:00,8.53,0.0,678.0
Rage24,53658,22,1235,1,28,0,311.29,Male,,1985-11-24,,2008-04-17,2018-05-16 14:09:00,8.01,0.0,18346.0
Sinclair178,143844,3,38,2,1,14,16.14,Unknown,,,,2009-01-28,1900-01-27 16:54:00,7.81,7.0,957.0
daniel648,302191,3,19,2,0,2,5.25,Male,Under Your FUTON! / KOTATSU,2001-09-11,,2010-03-07,2010-04-13 03:36:00,8.87,0.0,314.0
supahlupah,99350,4,254,0,0,1,93.29,Male,capital federal,1986-10-08,,2008-09-28,1900-04-11 09:08:00,7.95,105.0,5529.0
Raziel_Metallium,417524,7,902,11,0,58,176.63,Male,,1989-11-25,,2010-12-08,2018-05-17 14:21:00,6.4,0.0,10426.0
tenuo,38988,4,223,17,18,165,100.79,Male,France,,,2008-02-22,1900-03-31 19:52:00,7.85,34.0,5968.0
AHuMex,165360,31,709,69,20,142,179.62,Male,"Russia, Moscow",1983-03-19,,2009-04-01,2017-03-26 12:18:00,7.35,18.0,10455.0
hijikatas,2743321,2,248,16,38,55,63.47,Male,,1999-08-25,,2013-06-20,2018-05-16 14:20:00,6.86,30.0,3850.0
Yoon,268736,20,775,16,49,12,230.66,Male,France,,,2009-12-11,2017-09-28 06:08:00,6.16,34.0,13850.0
Imamul-Kabir,4531498,28,607,9,6,222,178.98,Male,"Dhaka,Bangladesh",1997-07-07,,2015-04-01,1900-04-22 04:56:00,8.29,4.0,11024.0
mokona_mushroom,1580847,13,97,0,0,65,27.97,Female,Under your bed,,,2012-10-03,1900-03-08 18:56:00,7.5,0.0,1679.0
maaartinko,5145900,5,61,12,1,54,52.57,Male,Switzerland,1999-05-14,,2016-01-21,2017-12-28 02:16:00,7.7,0.0,3163.0
GoddesofEggrolls,233438,22,75,0,5,39,23.17,Female,Washington,1990-02-01,,2009-09-13,2016-12-14 15:51:00,7.63,5.0,1304.0
koizumi_enma,413925,9,73,10,0,81,46.34,Female,,,,2010-11-29,2013-09-08 14:43:00,9.2,0.0,2756.0
DSJFX18,14806,45,458,298,11,121,138.33,Male,Toronto,,,2007-09-24,1900-01-20 19:00:00,7.72,3.0,8316.0
futari,95622,29,57,5,1,2,19.95,Unknown,"Tilburg, The Netherlands",1986-04-02,,2008-09-17,2012-04-17 07:42:00,7.64,0.0,1201.0
infinityand1,86781,2,27,0,0,7,6.79,Male,CALIFORNIA,1991-03-16,,2008-08-17,2011-02-16 23:34:00,8.11,14.0,341.0
lotslootl,1007801,139,226,10,14,66,83.15,Unknown,,,,2011-11-23,2016-04-28 22:09:00,8.45,0.0,4930.0
Kokihatu,148060,10,133,14,3,2,39.83,Male,Finland,1989-08-29,,2009-02-09,2016-11-22 12:45:00,6.8,5.0,2366.0
catsmack,512301,4,36,1,0,2,13.89,Male,"Ford City, Pennsylvania",1991-11-29,,2011-07-13,2011-08-01 21:54:00,7.73,3.0,821.0
IScreamAimFire,5312432,7,151,6,7,241,95.82,Unknown,,,,2016-04-03,1900-03-30 01:52:00,7.59,0.0,5858.0
-amu-,307923,9,94,1,5,103,68.71,Female,The Netherlands,1996-03-10,,2010-03-24,2013-05-19 10:17:00,8.95,6.0,4068.0
mafuyu_0606,792709,4,154,16,4,2,87.21,Female,"Caloocan, Philippines",1993-06-06,,2011-10-22,2017-09-04 21:25:00,7.6,7.0,5295.0
SpeederFalcon,113603,9,212,8,44,4,108.39,Male,"Houston, Texas",,,2008-11-11,1900-04-15 14:24:00,7.93,8.0,6414.0
Cyber-bird,261905,5,298,6,17,201,95.84,Male,Bulgaria,1992-08-17,,2009-11-23,1900-05-05 10:33:00,7.31,0.0,5575.0
asswithnolife,5961992,6,99,20,2,345,47.6,Non-Binary,AssLand,2018-02-09,,2017-01-07,1900-04-23 09:36:00,7.33,0.0,66489.0
Spliffy,201450,6,32,0,3,27,28.88,Male,Michigan,1993-08-07,,2009-07-01,2010-01-04 14:44:00,8.59,6.0,1707.0
kartracer76,274627,6,93,7,13,45,28.34,Male,Canada,1993-02-14,,2009-12-27,2017-06-22 15:57:00,7.91,19.0,1593.0
Hoshi062,372407,3,442,5,7,36,107.23,Male,,1992-08-21,,2010-08-20,1900-04-26 09:35:00,6.77,0.0,6703.0
SethMaruyama,5375817,2,41,2,0,6,15.27,Unknown,,,,2016-04-29,2016-06-05 20:59:00,9.87,0.0,935.0
yumenights,333839,7,56,6,10,48,32.96,Female,"Rio de Janeiro, Brazil",1995-05-02,,2010-05-27,1900-05-10 13:29:00,8.09,8.0,1974.0
lizzylindy,4107253,10,54,1,13,38,30.66,Female,,,,2014-09-18,1900-05-09 13:48:00,8.48,3.0,1833.0
anti_zombie,135599,10,188,7,6,54,69.57,Female,Germany,,,2009-01-16,1900-03-03 10:12:00,8.08,0.0,4140.0
trytosmile,249033,4,98,0,0,1,41.88,Female,"Queensland, Brisbane",1991-05-29,,2009-10-20,2011-11-12 05:40:00,8.35,4.0,2443.0
Ahondara,1504931,1,390,0,0,27,115.0,Male,"Providence, Rhode Island",,,2012-09-09,2017-04-17 11:03:00,8.21,4.0,6872.0
Krymz,52012,6,42,5,3,10,13.67,Male,Hurricane  Alley - Florida- USA,1984-04-03,,2008-04-12,2011-05-29 05:39:00,8.13,0.0,804.0
TioKiyoshi,411963,64,611,11,7,196,171.79,Male,"Rio Grande do Sul, Cachoeirinha",1995-09-23,,2010-11-24,2018-05-17 06:44:00,8.09,0.0,10150.0
sherrylyne,449496,19,7,3,0,10,4.61,Male,,1994-06-15,,2011-02-15,2014-01-15 04:52:00,8.14,0.0,276.0
hellsum,53535,0,49,5,0,48,27.7,Male,Turin,1984-01-01,,2008-04-16,2016-09-11 01:27:00,7.91,0.0,1637.0
ShellBee,59780,3,57,0,0,0,20.29,Unknown,,,,2008-05-11,2008-07-28 20:18:00,9.1,0.0,1260.0
LordoftheHorizon,4523094,5,123,7,20,10,43.57,Male,Beyond the Event Horizon,2000-02-13,,2015-03-28,2018-05-16 08:10:43,5.91,0.0,2552.0
dn333,418593,8,153,3,23,15,47.32,Male,"Toronto, Canada ",,,2010-12-11,2017-12-06 18:25:00,6.78,8.0,2756.0
makaryn,50058,6,131,8,3,41,60.27,Male,"Poland, Pruszków",1990-12-09,,2008-04-09,1900-05-10 05:51:00,7.79,1.0,3556.0
Eosphoros,2509649,5,107,1,0,0,61.45,Male,"Houston,Texas",1993-05-01,,2013-05-01,2015-08-10 00:39:00,8.17,0.0,3680.0
begemot,125791,11,46,6,3,55,5.97,Female,,,,2008-12-21,2012-03-14 13:39:00,7.06,0.0,397.0
leonardorxs,3418685,12,86,2,6,44,62.09,Unknown,,,,,,,,
K04et,94667,2,659,10,0,68,158.14,Male,"Russia,Moscow",1992-04-17,,2008-09-14,2018-05-18 04:59:55,7.89,0.0,9356.0
Toa_of_Gallifrey,4201917,21,397,19,38,316,71.6,Male,"Duwang, S city",1999-08-21,,2014-10-24,2018-05-17 04:43:42,6.52,39.0,4884.0
SP4RKS,6877400,12,54,10,2,92,16.49,Unknown,,,,2018-01-09,2018-05-15 18:49:00,7.51,0.0,979.0
Farragian,4450588,6,53,2,0,40,17.44,Unknown,,,,2015-01-31,1900-02-21 12:43:00,8.0,2.0,1039.0
UndyingQueen,462,20,94,7,0,15,32.16,Female,,1983-04-26,,2006-06-27,2012-06-24 12:49:00,8.56,32.0,1791.0
Levisseur,3670925,7,84,1,0,62,49.45,Male,"Makassar, Indonesia",1995-04-03,,2014-04-01,2017-01-13 05:57:00,8.01,0.0,2953.0
Piadith,5874474,21,196,5,0,6,52.07,Male,Enschede,1994-11-09,,2016-12-02,1900-05-16 09:17:00,7.87,3.0,3135.0
xeixei,6113,2,18,3,5,0,11.96,Unknown,"Aberdeen, Scotland.",,,2007-06-23,2009-08-31 07:37:00,7.18,0.0,707.0
Cartesson,563867,5,64,0,2,12,31.36,Male,,1995-10-30,,2011-09-03,2017-09-25 19:18:00,8.47,0.0,1843.0
xandreade,471776,16,299,11,82,971,54.8,Unknown,,,,2011-04-09,1900-04-12 19:34:00,5.17,1.0,3692.0
HansWorst,481847,9,154,0,2,12,57.34,Male,,,,2011-05-02,2015-03-11 09:37:00,7.07,10.0,3464.0
NightMyst6,5283448,23,159,47,18,26,57.03,Male,BC,,,2016-03-23,2018-05-18 09:00:11,7.66,5.0,3512.0
Chiperda,41620,1,341,14,15,16,118.25,Male,,1987-01-16,,2008-03-07,2016-12-22 22:39:00,7.55,25.0,6909.0
SK8ERBOI,5030632,2,61,0,0,48,30.12,Male,,,,2015-12-04,1900-05-09 05:36:00,9.21,0.0,1775.0
minami_desu,1378731,0,246,19,3,170,68.6,Female,"Samara, Russia",1994-01-24,,2012-07-04,1900-04-16 07:52:00,7.54,60.0,4197.0
Egnawolk,361936,50,686,10,32,76,195.03,Male,Sweden,1988-01-08,,2010-07-28,1900-05-16 12:30:00,7.49,72.0,11860.0
Atzin,4317129,49,333,0,6,96,69.59,Male,,1998-04-11,,2014-12-12,1900-05-11 18:45:00,7.55,18.0,4042.0
animefreak_usa,423285,7,318,4,19,18,88.75,Unknown,,,,2010-12-22,2018-05-14 19:58:06,7.45,0.0,5423.0
JigoKuu_,92057,11,15,0,0,5,10.03,Male,,1991-02-16,,2008-09-04,2010-01-04 22:01:00,8.57,3.0,598.0
redcastro,268907,7,507,2,12,23,135.33,Male,The Great White North,,,2009-12-12,1900-04-06 15:26:00,6.95,0.0,7865.0
Illwrath,4011779,0,391,0,0,389,116.82,Unknown,,1992-05-20,,2014-08-11,1900-05-15 22:58:00,7.4,0.0,6997.0
bilun,1410267,4,151,23,11,33,43.77,Unknown,,,,2012-07-21,1900-05-08 06:57:00,4.56,0.0,2636.0
luvame,63428,5,15,2,0,0,6.22,Unknown,,,,2008-05-25,2008-05-25 05:38:00,8.6,0.0,365.0
Egleh,4162037,18,242,21,1,42,110.29,Male,"Skövde, Sweden",1994-02-28,,2014-10-08,2018-05-18 09:00:26,7.76,0.0,6572.0
Br3mbo,5377847,4,132,5,3,70,63.1,Male,"L'Hospitalet de Llobregat, Spain",1994-10-16,,2016-04-30,2018-05-18 01:00:28,7.82,20.0,3590.0
yamato-kun,134447,9,55,0,1,4,30.44,Unknown,"le havre, France",,,2009-01-13,2016-03-14 17:08:00,7.55,0.0,1806.0
indekplay,6322789,8,102,1,1,11,40.21,Unknown,,,,2017-06-17,1900-04-06 15:23:00,7.98,0.0,2419.0
rocketbus,507211,6,49,4,4,35,24.6,Unknown,,,,2011-07-03,2014-05-09 10:04:00,7.0,25.0,1461.0
tsubame-chi,2528363,9,194,61,3,125,158.8,Female,United States,1998-11-23,,2013-05-05,1900-03-26 20:38:00,8.39,4.0,9499.0
KarenDran,43320,29,153,2,16,20,49.13,Female,"Fife, Scotland",1991-04-08,,2008-03-16,2017-10-10 15:40:00,7.11,64.0,2879.0
ChibiHime,75589,10,298,19,11,192,80.35,Female,,,,2008-07-10,1900-05-01 01:09:00,7.35,24.0,4701.0
Coldblade,3916841,18,97,7,37,54,42.61,Male,,1993-09-11,,2014-07-11,1900-04-17 20:13:00,6.6,0.0,2654.0
Dynames,1344641,166,202,45,0,391,96.86,Non-Binary,"Toronto, Canada",,,2012-06-13,2018-05-18 09:00:45,7.83,30.0,5732.0
Rukako,566425,11,327,11,47,61,138.06,Male,"Osnago (LC), Italy",1995-02-01,,2011-09-06,1900-05-13 01:12:00,6.72,1.0,8140.0
LawinatorEX,78686,24,463,52,7,0,163.17,Unknown,,,,2008-07-21,2018-05-15 08:07:08,7.5,1.0,9760.0
linkmitch,1177827,17,224,8,4,148,58.59,Male,,1994-09-24,,2012-03-02,2018-05-16 12:26:00,7.79,0.0,3547.0
piupau,39982,4,91,9,8,7,42.48,Female,Finland,1989-03-20,,2008-02-27,2010-07-01 12:56:00,8.02,0.0,2498.0
Underfined,33880,5,537,3,4,59,265.44,Male,ANKARA-Elvankent,1992-12-07,,2008-01-27,2018-05-18 11:45:48,7.56,0.0,16092.0
Elinor_Strife,524973,46,718,76,10,278,140.56,Female,"Polska,Nysa",1996-05-24,,2011-07-25,2018-05-18 01:00:50,9.21,0.0,8939.0
Turok1107,4864519,23,691,5,8,155,187.6,Male,Colorado,1998-04-18,,2015-09-08,1900-05-14 22:38:00,7.57,204.0,11499.0
eduardopinho,1083911,4,105,0,1,0,37.68,Male,,,,2012-01-01,2016-08-05 19:32:00,7.93,0.0,2255.0
bloody9000,5093422,101,213,0,2,84,66.04,Unknown,,,,2016-01-01,1900-04-20 23:11:00,8.83,0.0,3996.0
Tof,169178,30,248,34,19,68,78.37,Male,"Paris, France :(",1987-03-15,,2009-04-11,2010-02-13 01:14:00,8.07,0.0,4573.0
Missy87,6000227,29,70,3,10,71,22.85,Female,Italia,1987-10-30,,2017-01-22,2018-05-18 08:01:00,7.44,0.0,1389.0
sesshy85,167689,2,66,11,4,10,84.31,Female,New York,,,2009-04-07,1900-04-02 19:28:00,9.59,13.0,5032.0
Hannah_Ana,128490,27,1248,3,96,506,288.56,Female,Right behind you...,,,2008-12-29,2018-05-18 06:01:07,6.84,19.0,17383.0
Pinguinus,222460,2,57,15,14,69,69.69,Male,Romania,1990-07-13,,2009-08-17,1900-02-05 15:41:00,7.44,14.0,4152.0
Otakuvania,2169593,14,233,3,5,40,224.08,Unknown,Canberra,,,2013-02-12,1900-04-16 12:41:00,8.24,0.0,13086.0
MaxTraveler,19254,1,63,12,7,31,41.58,Male,,,,2007-10-29,2017-07-19 11:03:00,7.52,7.0,2489.0
Yojimbo_Ex,106484,23,379,33,74,130,62.17,Male,Malaysia,,,2008-10-19,1900-01-22 07:37:00,7.17,0.0,3992.0
ProLamer,116428,10,429,27,18,140,160.66,Male,,,,2008-11-21,2018-05-14 14:23:15,7.74,6.0,9677.0
KuronekoSenpai,1305953,13,1119,6,0,207,256.07,Male,Akihabara,1997-06-14,,2012-05-17,1900-05-12 18:40:00,6.34,39.0,16411.0
paranda,19534,4,348,1,75,22,79.24,Male,私立あべにゅう学園,,,2007-10-31,2017-07-17 20:50:00,6.23,0.0,4997.0
pyroguy760,122536,55,274,6,29,146,79.89,Male,"Westminster, California",1990-10-22,,2008-12-10,2017-10-06 10:50:00,8.01,1.0,4825.0
Juhusagi,2493927,4,342,64,0,257,70.0,Female,"América, Rio Grande do Sul",1997-10-13,,2013-04-27,2018-05-18 05:01:17,7.56,1.0,4383.0
Tibilan,275229,29,54,21,2,70,39.64,Unknown,,,,2009-12-28,2015-01-21 10:05:00,8.19,0.0,2340.0
Groovy_Q,1389983,5,116,27,24,47,47.37,Male,,,,2012-07-10,1900-05-03 22:24:00,7.61,0.0,2749.0
AngelsArcanum,1999512,52,474,59,33,327,147.94,Male,"Toronto, Ontario",1995-01-20,,2013-01-06,2018-05-17 08:32:00,6.27,0.0,8630.0
tmwmn,1259785,1,281,28,0,57,98.37,Male,,,,2012-04-17,2017-12-10 05:18:00,6.6,128.0,5491.0
wizarda,6184,8,181,5,24,59,78.59,Male,"Bulgaria,Veliko Turnovo(Great Turnovo)",1991-11-23,,2007-06-24,2015-03-20 04:37:00,9.08,3.0,4500.0
Shinkaism,3446075,18,99,5,39,26,25.65,Male,"Hornsby, Australia",1997-08-02,,2013-12-31,1900-03-03 18:31:00,5.85,5.0,1510.0
Riscolso,4522914,16,439,35,64,202,133.85,Male,,1996-08-03,,2015-03-28,1900-05-06 00:32:00,7.95,16.0,8631.0
stellalala,2689871,7,246,3,20,64,60.87,Female,,,,2013-06-09,1900-05-05 00:12:00,5.37,3.0,3709.0
Fubuki22,5904627,12,36,0,5,61,20.1,Male,"Prahova,Romania",2002-09-05,,2016-12-15,1900-05-13 04:17:00,8.78,0.0,1226.0
HTsuave,2378873,6,53,15,15,0,35.95,Male,,,,2013-04-01,1900-05-02 16:22:00,7.1,0.0,2155.0
Aeon,7255,34,228,11,16,29,95.83,Male,Sweden,,,2007-07-10,2018-05-17 04:06:00,7.09,0.0,5768.0
Kron114,269744,272,423,38,12,147,124.15,Male,,1991-11-13,,2009-12-14,1900-05-13 00:29:00,6.72,0.0,7462.0
